---Model---
date, tmin, tmax
2016-07-14,295.73582349939454,308.08492531867836
2016-07-22,294.87582024326287,306.7637438786602
2016-07-26,294.369170468177,306.8836285261326
2016-07-27,295.0596692419938,306.45767914613145
2016-08-11,294.279166058755,308.1312258375485
2016-08-12,296.46015642766133,308.5267967556732
2016-08-13,296.71200361058345,307.26441797392636
2016-09-08,294.67202638279605,306.3165341736985
2017-08-03,293.28122292111726,306.2516967849263
2017-08-22,293.69260406926753,306.4946139492318
2018-06-17,293.56389507987734,308.1942121245891
2018-06-18,295.07142296699476,307.86734024912494
2018-07-01,295.8652905745876,309.48139963016786
2018-07-02,297.8858486419297,313.00788619547643
2018-07-03,299.89703990295766,312.228408912978
2018-07-04,299.75389799505217,311.3116109755891
2018-07-05,297.51237331426717,310.58008319674354
2018-07-06,294.1840625679568,307.6730691485477
2018-07-14,293.6544087720738,306.5969304256812
2018-07-15,295.58749841414783,308.88959423453684
2018-07-16,296.87740412152385,309.7893479613562
2018-07-17,296.55378603991494,308.5040594966878
2018-08-04,295.18715292170054,306.9077810187091
2018-08-05,295.6400560682931,308.07976423434343
2018-08-06,296.435989808605,308.244224211356
2018-08-07,297.0421497897384,306.3699693979702
2018-08-15,294.51992718338926,306.6020553836675
2019-07-20,295.94698485923834,307.0090286379509
2019-07-28,294.3131662315508,306.7143408215529
2019-07-29,296.24463244113747,307.2206504203856
2019-07-30,297.1028632952363,307.08270277565055
2020-06-19,293.61996327048223,308.2421571301612
2020-06-20,295.2253244573578,309.4897157966512
2020-06-21,296.2752097309474,309.4289258871342
2020-06-22,296.096203981563,307.5782876207659
2020-07-01,293.94909674371314,306.5240844563965
2020-07-02,295.3196733942598,308.3687709716738
2020-07-03,294.7510592599763,307.76919054541537
2020-07-07,296.5009487113314,307.871734560554
2020-07-08,298.2177164290025,308.87227933448014
2020-07-09,298.27632864273266,309.4559222224027
2020-07-10,296.8242300156221,309.68720021612927
2020-07-11,295.742190485686,307.5387767390066
2020-07-19,296.4627483149881,307.8351057298725
2020-07-20,296.08168866580786,307.057659499634
2020-07-26,294.99662050072754,306.4221900008306
2020-07-27,296.86034480029116,306.81323039131837
2020-08-10,295.55668921001,307.4604531557999
2020-08-11,296.64514319172486,307.94799587374007
2020-08-12,295.7932865262072,306.99707535515273
2021-06-07,296.37940384248145,307.59695261556135
2021-06-08,296.97762974340344,307.52040950541345
2021-06-28,296.3449795464822,306.6000305395494
2021-07-27,295.5589460179502,307.19464758880724
2021-08-10,296.21929272249025,307.5768926842726
2021-08-11,298.0738553690835,307.32302102403366
2021-08-12,298.15968893885247,308.490125701332
2021-08-13,297.93089750906444,309.2382656738091
2021-08-14,295.75480333876493,306.65044069342173
2021-08-25,295.3609078994301,306.50928924684945
2021-08-26,294.21842206951897,306.2816038488471
2022-06-26,294.743373199806,307.2418160107982
2022-07-18,294.0199491228409,306.5362389007496
2022-07-19,294.1860283157199,306.871446552063
2022-07-20,294.89363295883925,306.3459831841259
2022-08-06,294.54541613997833,306.25408233735226
2022-08-07,295.3316020624476,307.53161812716303
2022-08-08,296.4831500558611,306.7140394083077
---TEB+CLASS rural---
2001-06-27,293.5538084604583,308.61802941789523
2001-07-23,295.0575834057953,308.7654210016471
2001-07-24,296.61803912953917,308.78512719033705
2001-08-03,294.506873122646,307.181685496796
2001-08-07,293.1250639370064,308.34768721939344
2001-08-08,293.17661537847295,309.5331450002024
2001-08-09,293.4551920330628,311.2506182355348
2001-08-10,293.76843551873,308.883369743132
