date; S; urban, rural, UHI; C; urban, rural, UHI; T; urban, rural, UHI;

---tasmin---
2018-07-15;S; 21.0,18.258870917353022,2.741129082646978;C; 19.857490911878983,18.72324125844142,1.1342496534375641;T; 20.76093769249775,18.954345768752773,1.8065919237449748;
2018-07-16;S; 19.75,14.90172806021019,4.848271939789811;C; 20.925413044113327,20.154727446733432,0.7706855973798952;T; 22.67557861478116,20.334976190854263,2.340602423926896;
2018-07-17;S; 19.6,20.087442345924444,-0.4874423459244426;C; 22.971937992964115,21.497383246737172,1.4745547462269428;T; 24.902391138224004,21.65326512388083,3.249126014343176;
2018-08-04;S; 20.75,19.0445852030673,1.7054147969327005;C; 20.74177218796825,20.520456909758025,0.221315278210227;T; 21.97227477124335,20.590058066571203,1.382216704672146;
2018-08-05;S; 20.4,17.9302994887816,2.4697005112183987;C; 19.548112606446296,19.859384000779926,-0.31127139433363027;T; 22.005179420287106,20.0409567687272,1.9642226515599077;
2018-08-06;S; 21.9,20.601728060210178,1.2982719397898208;C; 19.904937251947274,19.935744260001456,-0.03080700805418246;T; 21.81878790748459,20.067005782961985,1.751782124522606;
2018-08-07;S; 21.75,20.51601377449589,1.2339862255041112;C; 21.65484122558172,21.531181324335364,0.12365990124635573;T; 24.390277367964643,21.762144204906463,2.6281331630581803;
2018-08-28;S; 21.85,21.666013774495866,0.18398622550413535;C; 19.238025295072475,19.217645778545148,0.020379516527327723;T; 20.201883790689294,19.289202270000942,0.9126815206883521;
2019-07-20;S; 23.3,22.87315663163872,0.4268433683612791;C; 14.863854557434081,15.126392764140121,-0.26253820670604;T; 19.347488823879928,15.728622390457417,3.618866433422511;
2019-07-29;S; 21.6,19.45887091735301,2.141129082646991;C; 19.858551189904972,19.824350161288066,0.03420102861690566;T; 21.534680539879332,20.049290001351835,1.485390538527497;
2019-07-30;S; 23.299999999999997,20.90172806021019,2.398271939789808;C; 21.0862111193681,21.484859434941598,-0.3986483155734959;T; 23.489780429175937,21.611202461836683,1.878577967339254;
2020-05-26;S; 16.35,14.087442345924444,2.2625576540755574;C; 12.391594300338511,13.459822584470885,-1.068228284132374;T; 13.506467690309023,13.572954803853236,-0.06648711354421266;
2020-06-18;S; 19.05,13.444585203067334,5.605414796932667;C; 13.379696504281867,13.294356462056896,0.0853400422249706;T; 17.926924331141095,13.677940060047376,4.248984271093718;
2020-06-19;S; 20.55,16.558870917353033,3.9911290826469674;C; 15.16566893595035,14.501452669882667,0.6642162660676831;T; 18.96904829527631,14.793756719758392,4.175291575517917;
2020-06-20;S; 21.4,17.51601377449589,3.8839862255041098;C; 18.852642362752874,17.87185896266874,0.9807834000841353;T; 20.622621831209187,18.105073425432693,2.5175484057764947;
2020-06-21;S; 20.5,17.158870917353056,3.341129082646944;C; 20.979436271435645,19.36434610139719,1.6150901700384566;T; 22.754407781482826,19.674647468307,3.079760313175825;
2020-06-22;S; 21.8,19.144585203067322,2.6554147969326785;C; 18.643695192865664,19.19324715432623,-0.5495519614605655;T; 23.210494743447555,19.625256645464617,3.5852380979829377;
2020-07-07;S; 17.15,12.84458520306731,4.305414796932688;C; 15.179103782394805,14.331657183457764,0.8474465989370401;T; 20.52594594974886,14.536744021130119,5.989201928618741;
2020-07-08;S; 21.45,20.37315663163872,1.0768433683612777;C; 23.174039979576833,22.106988942920168,1.0670510366566646;T; 24.21441445265657,22.17517826944851,2.039236183208061;
2020-07-09;S; 21.1,18.4302994887816,2.6697005112184016;C; 25.647643648380324,23.819775578354495,1.8278680700258292;T; 26.861954433888798,23.90397110309044,2.9579833307983563;
2020-07-10;S; 24.4,20.501728060210155,3.8982719397898435;C; 20.210933367544044,19.74901888592848,0.46191448161556536;T; 22.773776053964582,19.92390405633165,2.849871997632931;
2020-07-11;S; 22.55,21.673156631638733,0.8768433683612677;C; 23.39115339819938,22.308652432828296,1.0825009653710822;T; 25.948113919999173,22.47221224248284,3.475901677516333;
2020-07-19;S; 21.549999999999997,21.23029948878161,0.31970051121838594;C; 19.926611824946576,20.28526323362513,-0.35865140867855416;T; 22.128654123735657,20.53112009644832,1.5975340272873382;
2020-07-20;S; 21.1,20.858870917353045,0.24112908264695676;C; 22.326638600276453,21.82023289101045,0.506405709266005;T; 24.032934912891903,21.984495521558756,2.0484393913331473;
2020-07-27;S; 23.35,22.61601377449591,0.7339862255040899;C; 22.42344864988803,22.030531976928046,0.3929166729599842;T; 23.376006206143813,22.20241906419301,1.1735871419508044;
2020-08-10;S; 19.9,17.601728060210178,2.298271939789821;C; 18.57533734926716,17.027724534650645,1.5476128146165138;T; 20.19775412425821,17.296625744958874,2.9011283792993368;
2020-08-11;S; 21.75,19.358870917353045,2.3911290826469553;C; 22.148358369984408,21.184512944186622,0.9638454257977855;T; 23.59034409553402,21.360000085008323,2.230344010525698;
2020-08-12;S; 20.65,19.330299488781577,1.3197005112184215;C; 22.97275123676593,21.810231181932522,1.1625200548334078;T; 24.045181292508175,21.954802526793856,2.09037876571432;
2021-06-07;S; 22.75,21.416013774495866,1.333986225504134;C; 19.647854231565987,20.31394514206596,-0.6660909104999746;T; 21.87325736275534,20.48935718653388,1.3839001762214593;
2021-06-08;S; 23.200000000000003,22.944585203067334,0.2554147969326692;C; 21.471289925385406,21.88942479953886,-0.4181348741534521;T; 23.655750514169426,22.083458585925655,1.5722919282437715;
2021-06-28;S; 23.7,23.216013774495877,0.48398622550412185;C; 22.017856012729055,21.77831681389631,0.23953919883274466;T; 22.262272127050835,21.81117640075945,0.45109572629138484;
2021-08-10;S; 21.7,18.487442345924478,3.212557654075521;C; 18.140707935879334,18.420237536435536,-0.27952960055620224;T; 20.386099042109493,18.35602918603672,2.030069856072771;
2021-08-11;S; 22.7,21.4302994887816,1.2697005112183994;C; 22.16206010150711,23.88667177952493,-1.7246116780178227;T; 24.794762857457783,24.091422735501908,0.7033401219558755;
2021-08-12;S; 23.35,21.973156631638744,1.376843368361257;C; 23.15145740211159,23.52266652716247,-0.371209125050882;T; 24.57267149535943,23.618072598232118,0.9545988971273118;
2021-08-13;S; 22.05,19.673156631638733,2.3768433683612677;C; 23.876922633945924,24.47745906425223,-0.6005364303063061;T; 25.472339821826097,24.642670908234095,0.8296689135920019;
2021-08-20;S; 20.9,19.7017280602102,1.198271939789798;C; 20.679878869837864,20.471739838101087,0.20813903173677772;T; 22.000114739859384,20.747563794754285,1.2525509451050993;
2021-08-21;S; 22.299999999999997,19.63029948878159,2.6697005112184087;C; 20.78378195819414,21.198037081274663,-0.4142551230805225;T; 21.46893080432602,21.254602928582187,0.21432787574383383;
2021-08-24;S; 22.299999999999997,19.28744234592449,3.0125576540755077;C; 20.59982774792269,20.949623982883793,-0.34979623496110435;T; 21.93368221914892,20.959987132196773,0.9736950869521479;
2022-06-26;S; 20.1,16.916013774495866,3.1839862255041353;C; 16.995001126402826,17.826212325653216,-0.8312111992503901;T; 20.41815951314487,18.055773738986773,2.362385774158099;
2022-08-07;S; 20.8,21.273156631638756,-0.473156631638755;C; 17.305558858230654,16.371029501186854,0.9345293570438002;T; 19.412893939681453,16.633777274471925,2.7791166652095285;
2022-08-08;S; 14.35,14.573156631638767,-0.22315663163876742;C; 22.896762763132813,24.157598227296432,-1.2608354641636197;T; 25.063320442317206,24.19797780143051,0.8653426408866949;
---tasmax---
2001-06-14;S; 32.05,32.13029948878159,-0.08029948878159132;C; 31.542591496170814,31.964572683233598,-0.42198118706278365;T; 32.29268087301,32.045201491808314,0.24747938120168556;
2001-06-15;S; 33.85,33.90172806021019,-0.05172806021018772;C; 33.67711560448362,33.64531928849891,0.03179631598470678;T; 34.32061178864143,33.71087114292823,0.6097406457132024;
2001-06-16;S; 31.75,32.13029948878159,-0.3802994887815885;C; 34.13688344193173,34.331654572168816,-0.19477113023708625;T; 34.76877674899646,34.36598151518018,0.4027952338162777;
2001-06-19;S; 33.0,32.98744234592448,0.012557654075521896;C; 30.425701056797777,29.77612593853553,0.6495751182622485;T; 30.911704067473806,29.781697364295553,1.1300067031782532;
2001-06-20;S; 24.85,23.101728060210178,1.7482719397898236;C; 35.884768769813206,35.966958292630295,-0.0821895228170888;T; 36.456146708305425,36.0295649238617,0.4265817844437265;
2001-06-26;S; 29.85,29.84458520306731,0.005414796932690535;C; 29.746238600689082,31.143733168925735,-1.3974945682366524;T; 32.38152208877767,31.385857322269544,0.9956647665081277;
2001-06-27;S; 31.45,30.45887091735301,0.9911290826469887;C; 33.805427595835056,36.19953730773773,-2.394109711902672;T; 36.450575342593766,36.367258095708905,0.0833172468848602;
2001-06-28;S; 23.0,23.34458520306731,-0.3445852030673109;C; 36.78173411019242,36.73399706374363,0.04773704644878762;T; 37.73015935676938,36.794720933440544,0.9354384233288329;
2001-07-22;S; 30.35,29.51601377449589,0.8339862255041126;C; 31.12836604747872,30.902617503961835,0.225748543516886;T; 31.967254003566893,30.880730734210374,1.086523269356519;
2001-07-23;S; 32.75,32.0445852030673,0.7054147969327005;C; 33.95858220867217,34.085676570659814,-0.1270943619876448;T; 34.44525210581122,34.104752262094735,0.34049984371648634;
2001-07-24;S; 31.9,31.001728060210155,0.8982719397898435;C; 35.672332291223654,36.72053886783283,-1.048206576609175;T; 36.81700888752812,36.827039861316734,-0.010030973788616393;
2001-08-02;S; 32.3,31.801728060210166,0.49827193978983075;C; 33.065986770625784,33.864634315579224,-0.7986475449534396;T; 34.403010517224914,33.86703563095756,0.5359748862673541;
2001-08-03;S; 30.15,29.63029948878159,0.5197005112184101;C; 35.06590351172105,36.33606809585575,-1.2701645841347045;T; 36.49637155833955,36.34242931858506,0.1539422397544854;
2001-08-05;S; 31.75,31.61601377449591,0.13398622550408845;C; 31.342188872852887,31.235271844615227,0.10691702823766036;T; 31.97136674472432,31.247070651570596,0.7242960931537255;
2001-08-06;S; 31.8,31.73029948878161,0.0697005112183895;C; 33.06085766520056,32.75743770765831,0.30341995754224627;T; 33.269795311258406,32.75646166770292,0.5133336435554838;
2001-08-07;S; 34.35,32.944585203067334,1.4054147969326678;C; 35.14946444645517,35.48932747193419,-0.33986302547901914;T; 35.62057512811373,35.49487087822075,0.12570424989297635;
2001-08-08;S; 35.75,34.087442345924444,1.662557654075556;C; 34.89088731832334,33.98916539904644,0.9017219192768948;T; 35.32709375649944,34.00382280521876,1.3232709512806764;
2001-08-09;S; 34.349999999999994,34.11601377449591,0.23398622550408277;C; 37.270550086507285,37.16915871833703,0.10139136817025474;T; 37.62790939103945,37.189730775460134,0.4381786155793179;
2001-08-10;S; 30.45,29.644585203067322,0.805414796932677;C; 39.19092825321542,39.70424870035731,-0.5133204471418935;T; 39.68398360376267,39.727299885026014,-0.04331628126334408;
2002-06-30;S; 29.4,29.358870917353045,0.04112908264695392;C; 31.251384178089836,31.51372914997961,-0.26234497188977457;T; 32.338145230284624,31.637371056474365,0.7007741738102595;
2002-07-01;S; 32.1,31.416013774495866,0.6839862255041353;C; 34.27788670029855,34.3794092856167,-0.1015225853181505;T; 35.054979614945694,34.44884687062847,0.6061327443172217;
2002-07-02;S; 33.7,33.17315663163873,0.5268433683612699;C; 35.13973691882501,35.118157875095164,0.02157904372984376;T; 35.7542534706709,35.18368547352969,0.570567997141211;
2002-07-03;S; 33.9,33.74458520306729,0.15541479693271043;C; 36.00215511472078,35.54546218297452,0.4566929317462609;T; 36.54314160163409,35.53021301311526,1.0129285885188324;
2002-07-04;S; 31.15,30.473156631638744,0.6768433683612542;C; 35.78326158033707,35.648645906088916,0.13461567424815257;T; 36.24387947607738,35.6589957001915,0.5848837758858849;
2002-07-08;S; 28.049999999999997,28.001728060210155,0.04827193978984212;C; 31.207709026204213,30.001239960545945,1.2064690656582684;T; 31.714014727207257,30.02519040926427,1.6888243179429878;
2002-07-09;S; 27.7,27.3160137744959,0.3839862255040991;C; 35.42672734818183,34.54796539612147,0.8787619520603585;T; 35.84845080172278,34.52736787079499,1.321082930927787;
2002-07-16;S; 21.85,20.530299488781623,1.3197005112183788;C; 33.31925024074957,32.451863274676214,0.8673869660733544;T; 33.525496604710895,32.44531509840175,1.0801815063091453;
2002-07-17;S; 25.9,25.8160137744959,0.0839862255040984;C; 32.13435864073887,31.49722862569473,0.6371300150441357;T; 32.62295131349657,31.463686586305982,1.159264727190589;
2002-07-18;S; 23.9,22.744585203067288,1.1554147969327104;C; 37.64835174417658,37.070855645840766,0.5774960983358142;T; 37.757228778345734,37.07644130042485,0.6807874779208873;
2002-07-19;S; 25.25,24.84458520306731,0.4054147969326891;C; 34.266995248936496,34.42284160163064,-0.15584635269414093;T; 35.0336300407165,34.522026299987374,0.5116037407291287;
2002-07-20;S; 26.25,25.90172806021019,0.34827193978981086;C; 33.56908923250569,32.219940921171656,1.3491483113340337;T; 33.77805802416958,32.13686772062823,1.6411903035413502;
2002-07-21;S; 29.7,29.101728060210178,0.5982719397898215;C; 31.56325718406964,30.74110548651413,0.8221516975555119;T; 32.13100976394418,30.57895645146226,1.5520533124819167;
2002-07-22;S; 32.45,31.773156631638756,0.6768433683612471;C; 38.05454491479702,37.755187914422834,0.29935700037418655;T; 38.619744597525994,37.787016303939026,0.8327282935869675;
2002-07-23;S; 25.55,23.40172806021019,2.1482719397898116;C; 39.993299367503084,40.28930817006892,-0.2960088025658365;T; 40.42900326590194,40.28844888069722,0.14055438520472308;
2002-07-30;S; 29.1,28.01601377449589,1.0839862255041126;C; 31.310150784713244,34.10357454992385,-2.793423765210605;T; 34.98497238948676,34.395539578755006,0.5894328107317506;
2002-07-31;S; 31.15,30.001728060210155,1.1482719397898435;C; 29.00245976161972,31.242820302074847,-2.2403605404551286;T; 32.67214053510355,31.458403840385643,1.213736694717909;
2002-08-01;S; 31.5,31.158870917353056,0.34112908264694397;C; 32.23369545518443,34.79931050128852,-2.565615046104085;T; 35.07777056589481,35.015511939754276,0.062258626140533124;
2002-08-02;S; 29.35,28.51601377449589,0.8339862255041126;C; 34.018191537811674,35.3321969499234,-1.314005412111726;T; 35.73906854045714,35.43979751830028,0.29927102215685863;
2002-08-03;S; 29.200000000000003,28.158870917353056,1.0411290826469468;C; 36.970129050555215,37.9873238497147,-1.0171947991594834;T; 38.45797988131187,38.06056615228107,0.3974137290308022;
2002-08-04;S; 27.75,27.758870917353022,-0.008870917353021923;C; 33.768413802740554,33.849067688718435,-0.08065388597788115;T; 34.975218963893724,33.88269814288452,1.0925208210092023;
2002-08-05;S; 26.9,25.916013774495866,0.9839862255041325;C; 33.64094715487346,33.287275952638595,0.3536712022348638;T; 34.083680907525604,33.33988146697527,0.7437994405503332;
2002-08-12;S; 32.6,32.25887091735302,0.3411290826469795;C; 32.34015986131021,32.9714983267898,-0.6313384654795868;T; 33.10569206969643,32.96365536357416,0.14203670612226915;
2002-08-13;S; 31.799999999999997,32.001728060210155,-0.20172806021015788;C; 32.143935518086835,32.5521911604024,-0.40825564231556655;T; 32.715935754456325,32.527242390097854,0.18869336435847117;
2002-08-14;S; 35.4,34.24458520306729,1.1554147969327104;C; 37.13428663332917,37.22677511099596,-0.09248847766679091;T; 37.587198404400226,37.183025569730034,0.4041728346701916;
2002-08-15;S; 29.5,29.773156631638756,-0.2731566316387557;C; 36.640161015639194,36.978294111857,-0.33813309621780263;T; 36.86453136470908,37.00654783260205,-0.1420164678929723;
2002-08-16;S; 31.4,30.84458520306731,0.5554147969326877;C; 33.11237265861712,33.76860582771798,-0.656233169100858;T; 34.16620154236966,33.8343294960718,0.3318720462978604;
2003-06-26;S; 33.349999999999994,33.658870917353056,-0.3088709173530617;C; 32.451832597194084,32.231379298642935,0.22045329855114915;T; 33.13979840747237,32.25326996949326,0.8865284379791092;
2003-07-07;S; 28.2,27.473156631638744,0.726843368361255;C; 31.077083598864817,30.277135172873386,0.7999484259914311;T; 31.745119379242112,30.213407417171993,1.5317119620701192;
2003-07-08;S; 28.8,29.28744234592449,-0.48744234592448876;C; 33.063153010898986,32.83516051622934,0.22799249466964966;T; 33.799388574329555,32.91694427724531,0.8824442970842483;
2003-08-14;S; 29.95,28.87315663163872,1.0768433683612777;C; 29.0851305006708,31.907200307103665,-2.8220698064328644;T; 32.624569442070026,32.18300253789471,0.44156690417531763;
2003-08-15;S; 29.4,29.173156631638733,0.22684336836126562;C; 31.275423752946324,34.324000477130426,-3.0485767241841017;T; 35.51404699011414,34.592921797728366,0.9211251923857731;
2003-08-20;S; 29.6,28.744585203067288,0.8554147969327133;C; 30.976589968352357,31.243756578540115,-0.26716661018775767;T; 32.52057547230635,31.423795051619265,1.0967804206870824;
2003-08-21;S; 29.65,29.501728060210155,0.14827193978984354;C; 33.667344202077686,33.818250967066774,-0.15090676498908806;T; 34.684682574162366,33.95174922695827,0.7329333472040958;
2004-07-22;S; 30.9,30.887442345924455,0.012557654075543212;C; 29.684943759456644,31.585066599457207,-1.900122840000563;T; 32.17024086231834,31.74773116171349,0.4225097006048486;
2005-06-25;S; 32.35,32.53029948878162,-0.18029948878162116;C; 31.19802119204479,33.000644812832945,-1.8026236207881539;T; 33.84739111794107,33.24600202419259,0.6013890937484803;
2005-06-26;S; 29.549999999999997,29.858870917353045,-0.3088709173530475;C; 36.856431111492725,37.88892640450422,-1.0324952930114932;T; 38.21174007315011,38.02346430668808,0.18827576646202715;
2005-06-27;S; 32.5,32.73029948878161,-0.23029948878161122;C; 31.666365493244427,34.5231003979647,-2.8567349047202697;T; 33.83985161381537,34.74670227737556,-0.9068506635601921;
2005-06-28;S; 32.6,32.61601377449591,-0.016013774495910127;C; 32.379756321397,35.24649954886013,-2.8667432274631324;T; 36.02477041377722,35.5015630637468,0.5232073500304182;
2005-07-11;S; 32.55,31.36601377449591,1.1839862255040856;C; 33.452678502376614,33.29292431585992,0.15975418651669315;T; 34.419579603626346,33.43066421147705,0.9889153921492948;
2005-07-17;S; 27.65,27.916013774495866,-0.2660137744958675;C; 33.2925093985894,32.64992260187705,0.6425867967123509;T; 33.583210523355945,32.65421718372846,0.9289933396274819;
2005-07-18;S; 30.9,30.666013774495866,0.2339862255041325;C; 34.49564455870592,34.29351772563808,0.20212683306783674;T; 35.010410790331036,34.311504200506704,0.6989065898243325;
2005-07-19;S; 30.8,30.049347107829192,0.7506528921708089;C; 32.95493938893475,33.497908952325645,-0.5429695633908977;T; 33.5201779367863,33.540517034567415,-0.0203390977811182;
2005-07-20;S; 26.700000000000003,26.666013774495866,0.03398622550413677;C; 32.42306858468652,32.56356610380544,-0.14049751911892372;T; 32.941574080150815,32.60943687776779,0.3321372023830236;
2005-07-21;S; 30.15,29.432680441162574,0.7173195588374242;C; 34.18180113277725,33.32409417128025,0.8577069614970014;T; 34.36753313114781,33.29301461600204,1.074518515145769;
2005-07-22;S; 26.8,26.916013774495866,-0.11601377449586536;C; 35.49432848081784,35.183492428554416,0.3108360522634257;T; 36.06962645392309,35.19298300997485,0.8766434439482396;
2005-08-09;S; 30.6,30.387442345924455,0.21255765407554605;C; 34.55335854883623,34.4436436824235,0.10971486641273032;T; 35.123413298353285,34.386716093788436,0.7366972045648481;
2005-08-10;S; 30.35,30.37315663163872,-0.02315663163872017;C; 35.6262182193114,35.67524374657745,-0.04902552726605336;T; 36.1966305727471,35.66466849764464,0.5319620751024559;
2005-08-11;S; 28.2,27.987442345924478,0.21255765407552119;C; 36.638800631259755,36.77907117434273,-0.14027054308297693;T; 37.08515730832556,36.78477900454635,0.3003783037792118;
2005-08-12;S; 26.9,26.78744234592449,0.1125576540755091;C; 33.40725346166988,33.13758711399805,0.26966634767182995;T; 34.062079256992035,33.133959988212155,0.9281192687798807;
2006-05-31;S; 30.700000000000003,30.887442345924455,-0.18744234592445252;C; 32.44434243196713,32.19904111152937,0.2453013204377612;T; 33.0719322865578,32.23727446614225,0.8346578204155435;
2006-06-18;S; 32.15,32.28744234592449,-0.1374423459244909;C; 29.86348930912135,32.23933942860583,-2.3758501194844825;T; 32.39774370745181,32.33782046895129,0.05992323850051662;
2006-06-19;S; 28.25,28.330299488781577,-0.08029948878157711;C; 35.35265026528833,36.86950017919213,-1.5168499139037976;T; 37.55907980099397,37.00951655085379,0.5495632501401815;
2006-07-10;S; 29.1,29.158870917353056,-0.05887091735305461;C; 32.52212075167387,32.77320424687247,-0.25108349519859985;T; 33.43001599093827,32.86408240323402,0.5659335877042508;
2006-07-13;S; 29.75,29.501728060210155,0.24827193978984496;C; 31.8836491986047,31.651503369537295,0.23214582906740588;T; 32.56263296514618,31.64132835370617,0.9213046114400072;
2006-07-14;S; 31.35,30.773156631638756,0.5768433683612457;C; 32.723355571002685,32.78171446671183,-0.05835889570914787;T; 33.94055062837367,32.869216812572404,1.0713338158012675;
2006-07-15;S; 27.4,28.666013774495866,-1.2660137744958675;C; 36.10058661535271,36.29159782447192,-0.19101120911921043;T; 37.26133405270576,36.458425164541666,0.8029088881640973;
2006-07-16;S; 30.55,31.23029948878161,-0.6802994887816105;C; 35.8580429717764,35.49147080656331,0.36657216521308555;T; 36.771578543998146,35.6126867170438,1.1588918269543456;
2006-07-17;S; 32.05,32.61601377449591,-0.5660137744959144;C; 35.98795265382631,36.397681727300835,-0.4097290734745229;T; 36.80021783850799,36.45672623308968,0.3434916054183077;
2006-07-18;S; 27.6,27.444585203067334,0.1554147969326678;C; 37.73390367851499,37.20398407211701,0.5299196063979821;T; 38.12624459542667,37.24083052642243,0.8854140690042414;
2006-07-28;S; 26.299999999999997,26.216013774495877,0.08398622550411972;C; 31.70419354882057,32.05092932587144,-0.346735777050867;T; 32.28832266030366,32.12228680958367,0.16603585071999305;
2006-07-29;S; 30.0,29.23029948878161,0.7697005112183888;C; 32.08194934021981,32.37353268139151,-0.2915833411717017;T; 33.22509649133582,32.58682419485967,0.6382722964761456;
2006-08-01;S; 33.9,33.682680441162574,0.21731955883742415;C; 29.924944319930944,30.14513955527309,-0.22019523534214613;T; 30.106643736337958,30.249030908998236,-0.14238717266027834;
2006-08-02;S; 29.55,30.3160137744959,-0.7660137744958995;C; 36.51293266484896,37.559865934419975,-1.0469332695710136;T; 37.66623089269842,37.66544958460116,0.0007813080972596254;
2007-06-27;S; 32.55,32.858870917353045,-0.3088709173530475;C; 34.30388982090409,34.76032397561818,-0.45643415471408844;T; 35.02209878788102,34.80543598036354,0.2166628075174799;
2007-07-25;S; 28.6,28.858870917353045,-0.25887091735304324;C; 28.11693583244761,27.918966970050633,0.19796886239697642;T; 29.344488167554573,28.022994692675695,1.3214934748788778;
2007-07-26;S; 30.15,30.34458520306731,-0.1945852030673123;C; 33.148894982573836,34.04329156358864,-0.8943965810148029;T; 34.12526578382318,34.10842188252144,0.016843901301740516;
2007-07-27;S; 29.950000000000003,30.11601377449591,-0.1660137744959087;C; 37.58618242623709,37.96720563650547,-0.38102321026838126;T; 38.25570204394427,38.02389180079484,0.23181024314942533;
2007-07-28;S; 26.950000000000003,26.799347107829192,0.15065289217081101;C; 37.92652717315423,37.60795294360696,0.31857422954726644;T; 38.40914414968569,37.63896547554282,0.7701786741428691;
2007-08-02;S; 32.8,32.61601377449591,0.1839862255040856;C; 32.023186253845495,31.511380849053637,0.5118054047918577;T; 31.986207596161705,31.427059785248105,0.5591478109136006;
2007-08-03;S; 31.25,30.84458520306731,0.4054147969326891;C; 35.34824488510617,35.83136861022189,-0.48312372511571766;T; 35.561941677790344,35.805110907621895,-0.2431692298315511;
2008-07-08;S; 32.6,32.01601377449589,0.5839862255041126;C; 32.45289292615354,32.995466615696785,-0.5425736895432465;T; 33.70424511515529,33.080177052873125,0.6240680622821628;
2008-07-09;S; 25.6,25.944585203067334,-0.3445852030673322;C; 34.310903485860365,35.05111428348965,-0.7402107976292882;T; 35.17783246030888,35.1151471337256,0.06268532658327786;
2008-07-13;S; 24.85,24.330299488781577,0.5197005112184243;C; 34.799903750137275,34.73657543757753,0.06332831255974725;T; 35.287290965632735,34.80077175244048,0.48651921319225266;
2008-07-17;S; 28.200000000000003,28.0445852030673,0.15541479693270333;C; 33.38391150027729,33.34049458367764,0.04341691659965363;T; 33.98009098668132,33.403626267144375,0.5764647195369434;
2008-07-18;S; 21.35,23.416013774495866,-2.0660137744958647;C; 32.7173799919488,31.868622285708625,0.8487577062401783;T; 32.89343636461507,31.7645062211227,1.1289301434923686;
2008-07-19;S; 27.549999999999997,28.001728060210155,-0.4517280602101579;C; 35.76463060698802,36.346093392058265,-0.5814627850702436;T; 36.325592061482894,36.39752029070149,-0.07192822921859943;
2008-07-30;S; 24.700000000000003,25.40172806021019,-0.7017280602101863;C; 30.40612700865603,33.27423233034477,-2.868105321688745;T; 34.01328719948299,33.564781854690466,0.44850534479252246;
2008-07-31;S; 27.2,27.187442345924467,0.012557654075532554;C; 28.709737179846,33.07606137540989,-4.366324195563891;T; 32.995604939933344,33.22526620179673,-0.22966126186338442;
2008-08-01;S; 26.700000000000003,26.63029948878159,0.06970051121841436;C; 29.158886324491903,31.727320468160713,-2.56843414366881;T; 33.077785349756766,31.771503676199245,1.3062816735575211;
2008-08-02;S; 26.1,25.301728060210166,0.798271939789835;C; 29.058746274923635,31.767482817370762,-2.7087365424471272;T; 33.4704105778373,32.13571040104256,1.3347001767947404;
2008-08-03;S; 22.65,22.7017280602102,-0.05172806021020193;C; 30.40698788658534,33.04418503377366,-2.637197147188317;T; 34.197418293800865,33.3999878126794,0.7974304811214665;
2008-08-04;S; 24.299999999999997,24.530299488781623,-0.23029948878162543;C; 29.100127104360524,31.174305575987944,-2.0741784716274196;T; 32.61768441136877,31.59554574723751,1.022138664131262;
2008-08-05;S; 24.3,24.573156631638767,-0.27315663163876636;C; 29.70586939300324,31.958471276867158,-2.2526018838639175;T; 33.32037873677899,32.19620153490894,1.1241772018700544;
2008-08-06;S; 22.6,22.416013774495866,0.18398622550413535;C; 34.401064582680476,36.84451111371163,-2.4434465310311566;T; 37.22931861522028,37.005035657916494,0.22428295730378522;
2009-06-28;S; 26.65,26.687442345924467,-0.03744234592446816;C; 31.405598348909564,32.95209228699622,-1.5464939380866554;T; 34.020852577898495,33.2854201287613,0.7354324491371926;
2009-06-29;S; 20.700000000000003,20.87315663163872,-0.17315663163871875;C; 33.98746266255756,34.56902904306247,-0.5815663805049098;T; 35.5150237711573,34.668742992475416,0.8462807786818871;
2009-08-15;S; 30.05,30.244585203067288,-0.19458520306728744;C; 32.58155344926524,32.75370131693313,-0.17214786766788848;T; 33.65061283762469,32.828430847647496,0.8221819899771958;
2009-08-16;S; 30.35,30.273156631638756,0.07684336836124572;C; 33.452723665576116,33.703026049725395,-0.2503023841492791;T; 34.34958211096932,33.77336297641875,0.5762191345505698;
2009-08-17;S; 32.6,31.51601377449589,1.0839862255041126;C; 34.58219480586473,34.59521970127463,-0.013024895409898818;T; 35.19890997824069,34.62514303634515,0.573766941895542;
2009-08-18;S; 30.2,30.37315663163872,-0.1731566316387223;C; 36.019673994308334,35.94306666596549,0.07660732834284545;T; 36.66268464733844,36.003951972411414,0.6587326749270233;
2010-05-26;S; 34.45,34.51601377449589,-0.06601377449588597;C; 32.7217190361053,32.33460804790576,0.38711098819953804;T; 33.37210381742938,32.29227256899219,1.0798312484371877;
2010-07-04;S; 29.700000000000003,29.687442345924467,0.012557654075536107;C; 31.92705553131026,32.719991613958655,-0.7929360826483958;T; 32.70647979904311,32.76528574656356,-0.05880594752045454;
2010-07-05;S; 32.75,32.858870917353045,-0.10887091735304466;C; 35.65026302226107,35.848209754036134,-0.19794673177506183;T; 36.2300921436518,35.893146736051676,0.33694540760012615;
2010-07-06;S; 33.5,33.24458520306729,0.25541479693271185;C; 38.48857777234508,38.01067880294664,0.47789896939843857;T; 39.021236467356346,38.01259015168807,1.0086463156682726;
2010-07-07;S; 33.650000000000006,34.0445852030673,-0.39458520306729383;C; 39.22538835544475,39.06862489753007,0.15676345791467838;T; 39.68789561108406,39.02606113127234,0.6618344798117164;
