date; S; urban, rural, UHI; C; urban, rural, UHI; T; urban, rural, UHI;

---tasmin---
2002-06-30;S; 21.060000000000002,18.801728060210177,2.258271939789825;C; 18.503612531783723,17.738321937640706,0.7652905941430177;T; 21.314839129390695,17.959186817356795,3.3556523120339;
2002-07-01;S; 23.560000000000002,22.776013774495905,0.7839862255040977;C; 20.97165114981907,19.95910362098084,1.0125475288382297;T; 23.34786103519069,20.229666262547894,3.118194772642795;
2002-07-02;S; 23.860000000000003,23.58744234592448,0.27255765407552346;C; 21.304685439968388,20.162338678667222,1.142346761301166;T; 23.683279888329295,20.451091257796847,3.2321886305324483;
2002-07-03;S; 21.72,21.481728060210177,0.23827193978982208;C; 21.373698470340937,20.486013494529367,0.8876849758115704;T; 23.72415631069778,20.748782752402498,2.9753735582952814;
2002-07-04;S; 18.64,17.936013774495873,0.7039862255041278;C; 21.2376564250459,20.395326408590666,0.8423300164552323;T; 23.553701784614862,20.621010806356495,2.9326909782583677;
2002-07-08;S; 17.8,16.530299488781612,1.2697005112183888;C; 18.62353555617177,17.402148287865966,1.2213872683058042;T; 21.250635431843648,17.66395175351024,3.586683678333408;
2002-07-09;S; 14.440000000000001,13.790299488781603,0.6497005112183984;C; 19.52130905795108,18.237892601011538,1.2834164569395412;T; 21.205091968305705,18.44285277015596,2.7622391981497465;
2002-07-16;S; 15.830000000000002,13.864585203067318,1.9654147969326843;C; 17.96130432307973,17.71840342339624,0.24290089968349093;T; 20.68870752535141,18.01419269629232,2.674514829059092;
2002-07-17;S; 15.780000000000003,13.541728060210177,2.2382719397898256;C; 20.316189437031984,19.01798397248756,1.2982054645444236;T; 22.103372654268846,19.311293926844826,2.7920787274240197;
2002-07-18;S; 15.260000000000002,13.261728060210169,1.9982719397898325;C; 22.46908917452246,21.213647735464146,1.2554414390583126;T; 23.171738089905844,21.38115471646146,1.7905833734443846;
2002-07-19;S; 14.750000000000002,11.244585203067322,3.50541479693268;C; 20.300968990130848,18.98067560627254,1.3202933838583064;T; 21.163092700797918,19.1822635033558,1.9808291974421195;
2002-07-20;S; 16.919999999999998,13.530299488781612,3.3897005112183862;C; 18.562399394857323,17.489877177703477,1.0725222171538462;T; 20.082733724698585,17.766178515982734,2.316555208715851;
2002-07-21;S; 18.82,16.207442345924484,2.612557654075516;C; 20.86503494571058,19.73901034671011,1.1260245990004698;T; 22.610815142953594,20.01816178895332,2.592653354000273;
2002-07-22;S; 18.6,17.310299488781617,1.2897005112183848;C; 23.375269710256216,22.84627037207723,0.5289993381789841;T; 25.068141332499852,23.037707672997954,2.030433659501899;
2002-07-23;S; 14.860000000000001,12.373156631638745,2.4868433683612565;C; 23.293082973057018,22.8381273872988,0.45495558575821704;T; 24.49285946909489,22.967978876270994,1.5248805928238944;
2002-07-30;S; 21.34,19.73887091735304,1.6011290826469597;C; 21.08649409802208,21.531147514951485,-0.4446534169294054;T; 22.141377809885434,21.641773901810133,0.49960390807530075;
2002-07-31;S; 20.96,19.12458520306733,1.835414796932671;C; 21.29844200616101,21.412218327407665,-0.11377632124665382;T; 23.066194980000304,21.614488557060792,1.4517064229395125;
2002-08-01;S; 20.42,18.833156631638747,1.5868433683612544;C; 21.197630722127677,20.784815315356195,0.41281540677148243;T; 23.748170793201176,21.056401655422267,2.691769137778909;
2002-08-02;S; 19.9,17.641728060210166,2.2582719397898323;C; 21.6903295858968,20.973476769744206,0.7168528161525956;T; 24.647833251362524,21.23342707842024,3.4144061729422823;
2002-08-03;S; 19.470000000000002,16.80744234592446,2.662557654075542;C; 20.929690706124852,20.06247424920489,0.8672164569199623;T; 24.16922303635552,20.368527356275028,3.8006956800804907;
2002-08-04;S; 18.260000000000005,16.12458520306732,2.135414796932686;C; 19.80715958680271,19.021745661773913,0.7854139250287986;T; 22.997067760336883,19.39053012654878,3.606537633788104;
2002-08-05;S; 15.250000000000004,14.558870917353035,0.6911290826469685;C; 18.561967542802442,18.06883697306087,0.49313056974157377;T; 21.477515682025796,18.424996010095278,3.0525196719305185;
2002-08-12;S; 22.13,18.690299488781616,3.4397005112183834;C; 19.270246330601687,18.575756199333398,0.6944901312682887;T; 21.14846050024662,18.786904217008534,2.3615562832380874;
2002-08-13;S; 22.9,19.573156631638767,3.3268433683612315;C; 20.735413531765005,20.174582178398136,0.5608313533668685;T; 22.63164216994634,20.38960988596572,2.2420322839806204;
2002-08-14;S; 22.779999999999998,19.898870917353054,2.881129082646943;C; 20.973397877567084,20.947318512582353,0.026079364984731512;T; 23.04525503207666,21.157109278063466,1.8881457540131947;
2002-08-15;S; 22.390000000000004,20.250299488781618,2.1397005112183862;C; 22.341195529860748,22.93199534538453,-0.5907998155237806;T; 24.11906720212386,23.074489670499894,1.0445775316239647;
2002-08-16;S; 21.27,19.50744234592446,1.7625576540755397;C; 22.586650045857667,22.93367945156206,-0.34702940570439367;T; 24.031251985793105,23.039347313915098,0.9919046718780073;
2003-06-26;S; 19.76,18.92458520306731,0.8354147969326924;C; 18.547537575444064,17.79598002909063,0.7515575463534354;T; 21.442350970633495,18.006672196695742,3.4356787739377523;
2003-07-07;S; 18.450000000000003,15.890299488781613,2.5597005112183897;C; 17.99846605459437,17.65988349457912,0.3385825600152508;T; 20.407757226323103,17.826997031851192,2.5807601944719103;
2003-07-08;S; 17.19,14.610299488781608,2.579700511218393;C; 18.562924065804793,18.411986436963062,0.15093762884173145;T; 21.27679643128605,18.61667923840544,2.6601171928806124;
2003-08-14;S; 20.06,18.318870917353014,1.7411290826469852;C; 20.887667607229844,21.065822040292925,-0.17815443306308154;T; 22.635922945050275,21.15244005098599,1.4834828940642844;
2003-08-15;S; 19.11,17.84458520306731,1.2654147969326885;C; 21.747381681764434,21.701990090805428,0.04539159095900658;T; 23.466830070751772,21.811211987386937,1.6556180833648355;
2003-08-20;S; 20.28,17.84744234592447,2.4325576540755307;C; 18.518563014134394,17.802715826021565,0.7158471881128285;T; 21.066261249374953,18.016826114809955,3.049435134564998;
2003-08-21;S; 18.990000000000002,16.724585203067328,2.2654147969326743;C; 21.40260960828433,20.54213724045285,0.8604723678314805;T; 22.94792952659909,20.77465455821149,2.1732749683875987;
2004-07-22;S; 17.75,16.536013774495895,1.2139862255041045;C; 18.710052533674823,19.20554973982221,-0.49549720614738746;T; 20.96904309479404,19.367448100273204,1.601594994520834;
2005-06-25;S; 21.009999999999998,18.444585203067312,2.5654147969326857;C; 19.12956625400442,19.820796018042916,-0.6912297640384963;T; 22.059271370631496,19.988431801813988,2.070839568817508;
2005-06-26;S; 19.95,17.310299488781606,2.6397005112183933;C; 20.69743487705174,21.213464920161723,-0.516030043109982;T; 23.674496197900215,21.437399091698012,2.237097106202203;
2005-06-27;S; 20.96,18.870299488781598,2.0897005112184033;C; 18.598048659167116,19.005494692725495,-0.4074460335583794;T; 21.97021110969896,19.342450118742036,2.627760990956922;
2005-06-28;S; 22.020000000000003,20.142680441162543,1.8773195588374598;C; 19.07372299170985,19.876785735587454,-0.8030627438776037;T; 22.448541887985115,20.279652784593978,2.1688891033911375;
2005-07-11;S; 20.4,16.659347107829205,3.740652892170793;C; 18.75460429312458,17.281374605565816,1.4732296875587636;T; 20.626605841428855,17.661352862771718,2.965252978657137;
2005-07-17;S; 23.53,21.86268044116256,1.6673195588374412;C; 16.219141015370532,16.238840021859005,-0.019699006488473003;T; 20.602757266614354,16.754508258144245,3.848249008470109;
2005-07-18;S; 22.790000000000003,21.176013774495893,1.6139862255041102;C; 19.2895659768691,18.558013632336905,0.7315523445321936;T; 22.233590823902727,18.873521168191076,3.3600696557116514;
2005-07-19;S; 21.000000000000004,18.899347107829225,2.1006528921707783;C; 20.900827532152014,19.697016744864868,1.2038107872871464;T; 22.82418152911139,19.925135964308993,2.899045564802396;
2005-07-20;S; 19.39,16.69934710782922,2.6906528921707817;C; 20.566111251401505,19.934309253373897,0.6318019980276084;T; 23.201562378104757,20.078147173029173,3.1234152050755846;
2005-07-21;S; 18.520000000000003,15.189347107829226,3.330652892170777;C; 20.27984621356635,20.12852772455134,0.15131848901501144;T; 23.64213358716671,20.284635084344337,3.3574985028223736;
2005-07-22;S; 16.51,13.229347107829224,3.280652892170778;C; 19.32621504992525,18.751193595535845,0.5750214543894039;T; 22.121006968411134,18.94127148747683,3.179735480934305;
2005-08-09;S; 20.510000000000005,18.713156631638732,1.796843368361273;C; 18.860579368891013,17.471648730977687,1.388930637913326;T; 21.537922806371718,17.78793881478532,3.7499839915863973;
2005-08-10;S; 19.76,18.34744234592445,1.4125576540755524;C; 20.58090283548219,20.16005163741096,0.4208511980712295;T; 22.989501581053478,20.380413046277763,2.609088534775715;
2005-08-11;S; 19.210000000000004,17.113156631638745,2.0968433683612595;C; 22.035187508707953,21.62665904700658,0.4085284617013727;T; 23.90028200632595,21.808023156953844,2.0922588493721044;
2005-08-12;S; 19.12,16.876013774495892,2.243986225504109;C; 22.054182618504605,20.830925643576485,1.2232569749281197;T; 23.42603775930195,20.97098160863633,2.4550561506656194;
2006-05-31;S; 15.08,14.673156631638745,0.4068433683612547;C; 18.92684548353218,18.767332349004107,0.1595131345280727;T; 20.815677654256206,18.962069724812206,1.8536079294439993;
2006-06-18;S; 18.58,18.96744234592446,-0.3874423459244625;C; 18.031605400712635,19.476534767856833,-1.4449293671441978;T; 20.564972850960544,19.69028830194576,0.8746845490147841;
2006-06-19;S; 16.240000000000002,16.336013774495896,-0.09601377449589421;C; 20.001675358686533,21.294439181060625,-1.2927638223740914;T; 21.636244065229143,21.4279132328537,0.2083308323754416;
2006-07-10;S; 19.340000000000003,17.373156631638746,1.966843368361257;C; 17.73479770242335,17.61494630450369,0.11985139791966049;T; 20.22380546182598,17.92249535294792,2.3013101088780594;
2006-07-13;S; 20.110000000000003,18.51410901259112,1.5958909874088825;C; 19.446664691029344,19.08253130357315,0.36413338745619583;T; 21.734183480752847,19.204560858693196,2.5296226220596516;
2006-07-14;S; 21.01,19.03220425068637,1.977795749313632;C; 19.981115891622323,19.462179848622,0.5189360430003234;T; 22.716296312161788,19.6160604424374,3.1002358697243864;
2006-07-15;S; 20.79,19.026489964972086,1.7635100350279131;C; 21.197117599824992,20.35472962748419,0.8423879723408021;T; 23.94941186060795,20.5806304625375,3.3687813980704497;
2006-07-16;S; 20.35,19.476013774495893,0.8739862255041082;C; 21.588781248997293,20.8959535990321,0.6928276499651922;T; 24.673379292611468,21.15475296404036,3.5186263285711092;
2006-07-17;S; 19.150000000000002,18.14458520306731,1.0054147969326905;C; 22.402815101145293,22.215613989435873,0.18720111170942033;T; 25.191569314298782,22.426522058551555,2.765047255747227;
2006-07-18;S; 17.82,15.356013774495885,2.463986225504115;C; 22.21882381043164,21.880689240163466,0.3381345702681742;T; 24.97996013791127,22.165176505270473,2.814783632640797;
2006-07-28;S; 19.439999999999998,18.487442345924467,0.9525576540755303;C; 22.62274337670937,21.91227988586987,0.7104634908394978;T; 23.290265295026725,22.02293144701814,1.2673338480085832;
2006-07-29;S; 17.240000000000002,15.420775679257805,1.8192243207421974;C; 21.06786338651169,20.632966334895286,0.434897051616403;T; 22.051854709698787,20.824815496435317,1.2270392132634704;
2006-08-01;S; 20.34,20.61268044116256,-0.27268044116256007;C; 20.019380547572304,19.519782009732197,0.4995985378401073;T; 22.12675067000646,19.759664341866838,2.367086328139621;
2006-08-02;S; 18.89,18.999347107829227,-0.10934710782922608;C; 23.071811979678284,22.823308108475736,0.2485038712025478;T; 24.57121180322903,23.05278330575268,1.51842849747635;
2007-06-27;S; 16.57,17.001728060210176,-0.43172806021017607;C; 22.220474466897933,22.0615695927209,0.1589048741770327;T; 23.3789132149603,22.25340104644878,1.12551216851152;
2007-07-25;S; 19.820000000000004,16.363156631638745,3.456843368361259;C; 18.65472008388383,17.9631751528029,0.6915449310809301;T; 20.30252936708006,18.156768122524443,2.145761244555615;
2007-07-26;S; 20.820000000000004,17.279347107829214,3.5406528921707903;C; 21.21001922371271,20.39060879190869,0.8194104318040196;T; 22.78191377849122,20.638353624427918,2.1435601540633016;
2007-07-27;S; 19.970000000000006,17.30934710782922,2.6606528921707877;C; 23.21688767097411,22.541637322044807,0.6752503489293034;T; 24.578675202666318,22.765778982885298,1.8128962197810203;
2007-07-28;S; 18.17,15.129347107829222,3.0406528921707796;C; 21.005276139473963,20.170264555781877,0.8350115836920864;T; 23.263203723809774,20.43027486532924,2.8329288584805354;
2007-08-02;S; 21.38,19.39410901259114,1.9858909874088582;C; 17.3100036734112,16.614564235659657,0.695439437751542;T; 20.24538745176118,17.084868188949315,3.1605192628118637;
2007-08-03;S; 18.51,16.524585203067318,1.9854147969326839;C; 19.044679007369098,18.777784556624944,0.26689445074415374;T; 21.23094513535199,19.086085182540092,2.144859952811899;
2008-07-08;S; 19.09,17.530299488781623,1.5597005112183773;C; 19.058994698340044,18.10669929165316,0.9522954066868827;T; 21.378698248432567,18.362209818194458,3.016488430238109;
2008-07-09;S; 17.42,17.144585203067336,0.27541479693266524;C; 21.32284789121394,21.042442459057224,0.28040543215671576;T; 23.42326628899863,21.16941622470265,2.2538500642959782;
2008-07-13;S; 18.02,17.253156631638742,0.7668433683612577;C; 20.063863355993398,20.282556615585463,-0.2186932595920652;T; 21.99352032963517,20.543660090282764,1.4498602393524074;
2008-07-17;S; 17.660000000000004,15.907442345924462,1.7525576540755416;C; 17.465426951209977,16.81007933087293,0.6553476203370465;T; 20.564662169996392,17.112711773730076,3.451950396266316;
2008-07-18;S; 17.89,16.64744234592446,1.24255765407554;C; 19.020684719604684,18.67841747604615,0.3422672435585348;T; 22.038714793985072,19.0067954736537,3.0319193203313723;
2008-07-19;S; 17.68,16.004585203067325,1.6754147969326745;C; 19.554250578998804,19.479540074394492,0.07471050460431172;T; 21.901887223889773,19.75730255305617,2.144584670833602;
2008-07-30;S; 17.79,15.601728060210178,2.1882719397898214;C; 19.76994486255793,20.06374874906779,-0.2938038865098598;T; 22.240122884240954,20.283741892530646,1.9563809917103079;
2008-07-31;S; 18.48,16.578870917353036,1.901129082646964;C; 21.352761698953863,21.83432012589291,-0.4815584269390456;T; 23.206583204319138,21.998490463093233,1.2080927412259044;
2008-08-01;S; 17.93,15.841728060210176,2.0882719397898235;C; 20.468927523945457,20.8343327348176,-0.3654052108721437;T; 22.937375607812065,21.007829880331677,1.929545727480388;
2008-08-02;S; 17.73,15.867442345924463,1.8625576540755375;C; 19.335589017968697,19.812460993574952,-0.4768719756062545;T; 22.80726788942351,19.987938437369714,2.819329452053797;
2008-08-03;S; 17.009999999999998,15.776013774495903,1.2339862255040952;C; 19.07582133425391,19.42300701202821,-0.3471856777743021;T; 22.33578572928201,19.508020348360414,2.827765380921594;
2008-08-04;S; 16.5,15.490299488781613,1.0097005112183872;C; 19.080937047827536,18.856741796194584,0.22419525163295262;T; 21.891268783720637,18.946484839663153,2.944783944057484;
2008-08-05;S; 16.33,15.173156631638745,1.156843368361253;C; 19.25583687751556,18.75278086376881,0.5030560137467504;T; 22.048208057518927,18.9307364131373,3.1174716443816273;
2008-08-06;S; 16.140000000000004,14.927442345924465,1.212557654075539;C; 19.4995566430214,19.401202558784327,0.09835408423707293;T; 21.870980761463468,19.59258741364704,2.2783933478164293;
2009-06-28;S; 16.75,15.181728060210176,1.568271939789824;C; 19.79631402263824,19.295834618822347,0.5004794038158913;T; 21.96594758400291,19.438983284232336,2.526964299770576;
2009-06-29;S; 16.900000000000002,15.273156631638745,1.626843368361257;C; 20.02201394765467,19.192326819011374,0.8296871286432967;T; 22.27823804867033,19.37305882213236,2.905179226537971;
2009-08-15;S; 21.439999999999998,17.016013774495878,4.42398622550412;C; 17.310450245425866,16.50507234497703,0.8053779004488355;T; 20.680635113007078,16.70499956279923,3.9756355502078478;
2009-08-16;S; 21.900000000000002,18.50172806021017,3.398271939789833;C; 18.91208622148482,17.253911169764084,1.658175051720736;T; 21.50530688130373,17.586446114353556,3.918860766950175;
2009-08-17;S; 21.599999999999998,19.27887091735303,2.3211290826469693;C; 20.520151569800547,18.451080904163337,2.0690706656372093;T; 22.545079785395107,18.826182027367615,3.7188977580274916;
2009-08-18;S; 19.93,18.16458520306732,1.7654147969326814;C; 21.88299459273884,20.26594327684186,1.6170513158969797;T; 23.631457497715104,20.587360344484118,3.044097153230986;
2010-05-26;S; 16.509999999999998,15.21601377449589,1.2939862255041081;C; 18.820047195348376,18.748185605800188,0.07186158954818822;T; 20.567741475789685,18.98567566315584,1.5820658126338465;
2010-07-04;S; 21.24,20.181728060210176,1.0582719397898224;C; 19.408496619402978,18.104286279629825,1.304210339773153;T; 21.046010865494637,18.36179735724235,2.684213508252288;
2010-07-05;S; 23.21,21.86172806021017,1.3482719397898322;C; 20.924701555743344,19.667522558356463,1.2571789973868803;T; 23.09395640768531,20.033886398902066,3.0600700087832458;
2010-07-06;S; 24.640000000000004,23.276013774495894,1.3639862255041102;C; 20.989516136770238,20.012220803307844,0.9772953334623935;T; 23.886204086681197,20.516238181688824,3.369965904992373;
2010-07-07;S; 23.87,22.530299488781612,1.339700511218389;C; 19.63094709411722,18.964826132106158,0.666120962011064;T; 23.242125149113246,19.61951032139508,3.6226148277181665;
2010-07-08;S; 22.57,21.527442345924463,1.0425576540755372;C; 20.349411130700243,19.98995815530575,0.3594529753944933;T; 23.552217982363903,20.60911498943641,2.943102992927493;
2010-07-09;S; 20.770000000000003,20.073156631638746,0.6968433683612574;C; 21.439168295725555,21.704917125820067,-0.26574883009451256;T; 23.998423220976882,22.125756402284466,1.8726668186924158;
2010-08-04;S; 19.0,19.01315663163877,-0.013156631638768346;C; 23.30408715936557,22.521566542727033,0.7825206166385357;T; 24.28309526978849,22.60944083118278,1.673654438605709;
2010-09-01;S; 22.650000000000002,20.461728060210156,2.1882719397898462;C; 21.730404639646487,20.82778046847418,0.902624171172306;T; 23.218239059741045,21.049928249403287,2.1683108103377577;
2010-09-02;S; 20.520000000000003,19.05315663163874,1.466843368361264;C; 22.181827139196592,21.053486679318294,1.1283404598782987;T; 23.483903645217435,21.246183782741106,2.237719862476329;
2010-09-03;S; 16.490000000000002,15.778870917353027,0.7111290826469752;C; 21.605091671559876,20.882232373591194,0.7228592979686823;T; 22.590626631582396,20.991628021223473,1.5989986103589224;
2011-07-03;S; 19.790000000000003,18.20172806021018,1.5882719397898235;C; 23.24442723274129,23.58043698584378,-0.3360097531024877;T; 25.31425251752052,23.81182740461702,1.5024251129034987;
2011-07-04;S; 19.23,16.958870917353046,2.2711290826469543;C; 23.002073255580683,23.05084479913545,-0.04877154355476776;T; 25.078345544959976,23.341022046362802,1.7373234985971742;
2011-07-05;S; 18.400000000000002,16.258870917353043,2.141129082646959;C; 20.697246051917194,20.245718325505877,0.45152772641131733;T; 23.063223384014616,20.554061974589025,2.509161409425591;
2011-07-11;S; 19.990000000000002,19.021728060210172,0.9682719397898296;C; 21.08884498040822,19.749161924221358,1.3396830561868605;T; 23.050664543063274,20.01049674594077,3.0401677971225034;
2011-07-12;S; 18.03,16.47268044116255,1.5573195588374524;C; 22.56722366257012,21.672232223161586,0.8949914394085354;T; 23.755715772320983,21.813404674048073,1.94231109827291;
2011-07-18;S; 19.43,17.154109012591142,2.2758909874088573;C; 20.13511624286812,20.561962187332313,-0.4268459444641941;T; 21.87756458706464,20.665456102449607,1.2121084846150332;
2011-07-21;S; 24.060000000000002,22.862680441162535,1.1973195588374672;C; 18.32196559331218,19.075265727498866,-0.7533001341866878;T; 22.151431665146266,19.445742871437908,2.705688793708358;
2011-07-22;S; 21.780000000000005,20.3998232983054,1.3801767016946052;C; 21.17575800928436,22.664033498667244,-1.488275489382886;T; 25.00947028795064,22.9860459820154,2.02342430593524;
2011-07-23;S; 18.53,15.950299488781592,2.579700511218409;C; 20.431219233037055,21.536123862540933,-1.1049046295038778;T; 24.346228074366017,21.798297097461106,2.5479309769049117;
2012-06-20;S; 23.030000000000005,21.436013774495873,1.593986225504132;C; 20.086261346900084,21.032737966081946,-0.9464766191818619;T; 21.451787821817142,21.14512432464477,0.30666349717237296;
2012-06-21;S; 21.720000000000002,20.621728060210174,1.0982719397898286;C; 21.766541995662227,22.74568644462123,-0.9791444489590049;T; 23.281738460473036,22.865779186633258,0.4159592738397784;
2012-07-14;S; 21.86,18.067442345924462,3.7925576540755372;C; 20.131897281118007,18.557277528103384,1.5746197530146233;T; 22.30161050334799,18.83597209855966,3.4656384047883293;
2012-07-15;S; 20.68,18.41601377449589,2.2639862255041088;C; 21.416799646604012,20.16598206829725,1.250817578306762;T; 23.274014807458833,20.423473950207224,2.850540857251609;
2012-07-16;S; 19.37,18.127442345924464,1.2425576540755365;C; 21.80806026741277,20.54270899517587,1.2653512722368987;T; 23.586856086068224,20.804674284740408,2.782181801327816;
2012-07-17;S; 17.189999999999998,15.807918536400644,1.382081463599354;C; 22.154341161794527,20.712511430600753,1.4418297311937742;T; 23.986438663616983,20.959337366721698,3.0271012968952853;
2012-07-18;S; 14.790000000000001,11.8650613935435,2.9249386064565;C; 20.392347762519183,19.040435858641036,1.3519119038781469;T; 22.644243517019017,19.299573300080375,3.344670216938642;
2013-07-16;S; 22.259999999999998,20.212680441162547,2.047319558837451;C; 20.05490528768484,19.20389174888486,0.8510135387999789;T; 22.98023944268033,19.487421160796057,3.492818281884272;
2013-08-20;S; 19.36,16.97868044116258,2.3813195588374185;C; 20.144014884559272,20.103717354809444,0.0402975297498287;T; 21.579275036301908,20.30080199729099,1.278473039010919;
2014-07-01;S; 21.760000000000005,20.942680441162555,0.8173195588374504;C; 21.458200262049957,21.153665338758174,0.3045349232917829;T; 22.669236480990435,21.234141168890382,1.435095312100053;
2014-07-02;S; 20.05,19.120013774495884,0.9299862255041162;C; 21.169705302770318,20.902227592685076,0.2674777100852417;T; 22.662417640868707,21.00874861596875,1.6536690248999584;
2015-08-16;S; 20.83,18.06934710782922,2.7606528921707785;C; 20.180485683255224,19.36157442998773,0.818911253267494;T; 22.371655398163025,19.49476773302994,2.8768876651330864;
2015-08-17;S; 21.130000000000003,18.89934710782923,2.230652892170774;C; 21.13610254532083,20.120774036492538,1.0153285088282935;T; 23.325138269912358,20.266449168993667,3.0586891009186914;
2015-08-18;S; 21.160000000000004,19.6660137744959,1.493986225504102;C; 21.814652031818742,20.85002422518438,0.9646278066343612;T; 24.02515953525756,21.054704747052302,2.9704547882052594;
2015-08-19;S; 20.419999999999998,19.37268044116255,1.0473195588374473;C; 21.40842173961613,20.906524182831983,0.5018975567841473;T; 23.62480089425819,21.09920569691765,2.5255951973405395;
2015-08-20;S; 18.96,17.699347107829205,1.2606528921707962;C; 21.734398358919986,21.247205813820823,0.48719254509916254;T; 23.264889710103557,21.389243166085315,1.8756465440182417;
2016-07-14;S; 19.54,19.332013774495884,0.20798622550411494;C; 20.98859873899893,21.280730654775304,-0.2921319157763733;T; 22.50340983580311,21.42042933914005,1.0829804966630618;
2016-07-22;S; 18.35,16.952013774495892,1.3979862255041091;C; 20.69986954044333,20.21752401119313,0.4823455292501997;T; 21.64340657967142,20.281901169424394,1.3615054102470268;
2016-08-12;S; 17.6,17.59001377449589,0.00998622550411099;C; 20.52295417575099,20.105712116714884,0.4172420590361057;T; 23.227742764069923,20.410338115485175,2.8174046485847484;
2016-08-13;S; 17.080000000000002,16.888013774495892,0.1919862255041096;C; 20.778477046481452,21.061197663575957,-0.2827206170945047;T; 23.479589946991986,21.321178305843205,2.1584116411487813;
2018-06-30;S; 23.200000000000003,20.81315663163874,2.386843368361262;C; 19.05963713106504,18.757620005601247,0.30201712546379156;T; 20.511290518757836,18.93727150771241,1.5740190110454257;
2018-07-01;S; 23.490000000000002,21.327442345924464,2.1625576540755382;C; 20.68862685818923,20.899288437255414,-0.21066157906618344;T; 22.63287691099616,21.166177218401437,1.466699692594723;
2018-07-02;S; 23.02,20.55029948878162,2.469700511218381;C; 22.575859607563245,22.986279128180286,-0.41041952061704023;T; 24.65343497833826,23.263469342582326,1.3899656357559351;
2018-07-03;S; 22.92,19.90172806021018,3.018271939789823;C; 24.035481523767466,23.636187586888788,0.39929393687867787;T; 26.66462623936617,23.9568776501407,2.7077485892254707;
2018-07-04;S; 21.840000000000003,18.53887091735303,3.3011290826469732;C; 23.36717137717634,22.487320350493622,0.8798510266827186;T; 26.521484331460748,22.79948174185273,3.7220025896080173;
2018-07-05;S; 19.48,17.061728060210182,2.4182719397898182;C; 21.029036705795843,20.18326262952803,0.8457740762678121;T; 24.279959650675742,20.464541778185904,3.8154178724898387;
2018-07-15;S; 20.220000000000002,17.281728060210174,2.9382719397898285;C; 20.907549180989747,19.850664131417375,1.0568850495723723;T; 22.355084750556365,20.046381808618982,2.3087029419373835;
2018-07-16;S; 18.720000000000002,16.390299488781604,2.329700511218398;C; 22.111061772888092,21.13806099619063,0.9730007766974609;T; 23.644990457932376,21.27988038469007,2.365110073242306;
2018-07-17;S; 16.8,14.773156631638733,2.026843368361268;C; 22.09798079029058,21.114515083894105,0.9834657063964762;T; 23.321372376323453,21.230097320532742,2.0912750557907103;
2018-08-04;S; 20.84,18.910299488781597,1.9297005112184031;C; 20.096941368155278,20.139085216215474,-0.042143848060195666;T; 21.9547392581091,20.265807090711757,1.6889321673973434;
2018-08-05;S; 21.270000000000003,19.516013774495892,1.7539862255041108;C; 20.112188188473773,20.224287569179626,-0.11209938070585324;T; 22.407642404701612,20.395613861656965,2.0120285430446465;
2018-08-06;S; 21.55,20.098870917353032,1.4511290826469683;C; 20.921787117144312,20.991310681601274,-0.0695235644569614;T; 23.203576145013553,21.163616253525948,2.039959891487605;
2018-08-07;S; 20.85,19.44315663163874,1.4068433683612618;C; 21.382005346971802,21.537501923762072,-0.15549657679027007;T; 23.809736126146927,21.69462605870591,2.115110067441016;
2018-08-28;S; 20.11,19.352680441162555,0.7573195588374446;C; 20.38869583727402,20.673702792720054,-0.2850069554460326;T; 21.526078927999915,20.751643794834262,0.7744351331656532;
2019-07-20;S; 21.41,20.421728060210185,0.988271939789815;C; 19.8057508427167,19.75360201488902,0.05214882782768271;T; 22.714571195646933,20.030790950938663,2.68378024470827;
2019-07-29;S; 22.060000000000002,19.864585203067318,2.1954147969326847;C; 20.986144582269606,21.11412342556065,-0.12797884329104292;T; 23.012218777546025,21.26347574484695,1.7487430326990747;
2019-07-30;S; 20.83,18.30172806021018,2.5282719397898177;C; 21.918535080460813,21.950478213758924,-0.03194313329811038;T; 23.870449631644906,22.017595946658414,1.852853684986492;
2020-05-26;S; 19.36,17.35315663163875,2.006843368361249;C; 15.070639552577507,16.094944246723855,-1.0243046941463483;T; 16.517053692644414,16.176988781547333,0.34006491109708037;
2020-06-18;S; 20.12,15.504585203067325,4.615414796932676;C; 15.188674648643463,14.692695445309575,0.49597920333388856;T; 18.882913416808798,15.009693397008848,3.87322001979995;
2020-06-19;S; 20.880000000000003,17.061728060210182,3.8182719397898204;C; 17.80321177376842,16.8221938733,0.9810179004684194;T; 20.387549606890765,17.094461551737837,3.2930880551529285;
2020-06-20;S; 21.12,17.698870917353045,3.4211290826469565;C; 19.661570492248543,18.73313145649162,0.9284390357569237;T; 21.992910793766317,19.036939686588802,2.9559711071775148;
2020-06-21;S; 21.160000000000004,18.287442345924468,2.8725576540755355;C; 20.317897955927823,19.838613390002955,0.4792845659248677;T; 23.042796067355916,20.1579794853046,2.8848165820513145;
2020-06-22;S; 20.710000000000004,18.88458520306731,1.8254147969326944;C; 20.36617586473243,20.498426893537065,-0.13225102880463524;T; 22.863790317971564,20.72959539543804,2.134194922533524;
2020-07-07;S; 19.66,16.973156631638734,2.6868433683612665;C; 20.47078623446472,19.33941356622207,1.1313726682426477;T; 23.26853504773993,19.46556313684954,3.802971910890392;
2020-07-08;S; 21.900000000000002,19.62172806021016,2.2782719397898425;C; 23.57086012469167,22.32050958569556,1.2503505389961092;T; 24.985302765411063,22.41644056028191,2.568862205129154;
